Module Name,Test Case Name
/Real Appeal/Program Admin/Member,RA_PA_Member_VerifyMemberInactiveStatusByChangingAccountStatusHeaderDescendingToAscendingOrder
/Real Appeal/Program Admin/Member,RA_PA_Member_VerifyOnboardingStatusHeaderSortingByAscendingtoDescendingAndDescendingtoAscending
/Real Appeal/Program Admin/Member,RA_PA_Member_VerifyProgramHeaderSortingByAscendingtoDescendingAndDescendingtoAscending
/Real Appeal/Program Admin/Message Center,RA_PA_MessageCenter_ComposeANewMessage
/Real Appeal/Program Admin/Message Center,RA_PA_MessageCenter_LookUpFunctionalityInCompose
/Real Appeal/Program Admin/Message Center,RA_PA_MessageCenter_NewMessagesAreDisplayedOnDashboardWithALinkToViewAllMessages
/Real Appeal/Program Admin/Message Center,RA_PA_MessageCenter_PACanReceiveMessagesFromOtherPACoachWhoBelongToTheSameOrganization
/Real Appeal/Program Admin/Message Center,RA_PA_MessageCenter_PACanSendMessageToReceiveFromTheMembers
/Real Appeal/Program Admin/Message Center,RA_PA_MessageCenter_ReplyToTheMessage
/Real Appeal/Program Admin/Message Center,RA_PA_MessageCenter_SearchFilterFunctionalityInCompose
/Real Appeal/Program Admin/Message Center,RA_PA_MessageCenter_SearchFilterFunctionalityOnComposeWindow
/Real Appeal/Program Admin/Message Center,RA_PA_MessageCenter_UnreadMessages
/Real Appeal/Program Admin/Message Center,RA_PA_MessageCenter_UpdatedMemberNameShouldBeDisplayedInLookUpPage
/Real Appeal/Program Admin/Profile,RA_PA_Profile_My_Profile_Edit
/Real Appeal/Program Admin/Profile,RA_PA_Profile_My_Profile_General_Default_Tab
/Real Appeal/Program Admin/Profile,RA_PA_Profile_My_Profile_Verify_Following_Subtasks
/Real Appeal/Program Admin/Program Closure,RA_PA_ProgramClosure_ApprovedClasses
/Real Appeal/Program Admin/Program Closure,RA_PA_ProgramClosure_PAMemberList
/Real Appeal/Program Admin/Program Closure,RA_PA_ProgramClosure_PAUpdateMemberProfile
/Real Appeal/Program Admin/Program Closure,RA_PA_ProgramClosure_UnapprovedClassesGrid
/Real Appeal/Program Admin/Program Closure,RA_PA_ProgramClosure_ViewMemberProfile
/Real Appeal/Program Admin/Programs,RA_PA_Program_ProgramSearch
/Real Appeal/Program Admin/Provider Profile,PA_PA_ProviderProfile_ContentToBeCoveredInGeneralSubtab
/Real Appeal/Program Admin/Provider Profile,RA_PA_ProviderProfile_ContentToBeCoveredInAllSessionsTab
/Real Appeal/Program Admin/Provider Profile,RA_PA_ProviderProfile_ContentToBeCoveredInApprovalTab
/Real Appeal/Program Admin/Provider Profile,RA_PA_ProviderProfile_ContentToBeCoveredInLanguageTab
/Real Appeal/Program Admin/Provider Profile,RA_PA_ProviderProfile_ProfilePictureIsDisplayedInGeneralTab
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_ Show RatingPopupDisplaysTheMemberRatingWithOtherDetailsFor1on1CSSessionsWhichAreCompleted
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_ ShowCalendarEnabledForAllUpcomingSessions
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_ ShowRatingPopupIsDisabledForCompletedGroupSessions
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_AllSessionsMenuIsNotVisibleForCoach.xlsx
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_AutoRefreshOfAllGridsEveryOneMinute
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_BrowserHistoryIconUnderAllSessionsTabForHFOpsHFAdmin
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_BrowserHistoryIconUnderPreviousSessionsTabForHFOpsHFAdmin
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_BrowserHistoryIconUnderUpcomingSessionsTabForHFOpsHFAdmin
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_CancelSessionIconIsDisabledForUpcomingGroupAndCustomizationSessions
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_CancelSessionIsDisabledForAllSessionsUnderPreviousTab
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPs_CoachCalendarOnAccessingShowCalendarIconForAllPreviousSessions
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_ColumnsUnderAllSessions
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_ColumnsUnderPreviousSessions
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_ColumnsUnderUpcomingSessions
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_CompletedSessionsAreListedUnderPreviousSessions
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_FilterUnderAllGrids
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_GridsUnderAllSessions
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_Group MemberInfoInformationAboutAllGroupMembers
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_GroupMemberInformationIconDisabledForAllUpcoming1on1AndCustomizationSession
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_GroupMembersInformationIconDisabledForAllPrevious1on1AndCSSessions
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_GroupMembersInformationIconDisabledForAllUpcoming1On1AndCSSessions
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_GroupMembersInformationIconEnabledForAllPreviousGroupSessions
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_GroupMembersInformationIconEnabledForAllUpcomingGroupCsSessions
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_GroupMembersInformationIconEnabledForAllUpcomingGroupSessions
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_HyperlinkUnderAllSessions
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_HyperlinkUnderPreviousSessions
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_HyperlinkUnderUpcomingSessions
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_IconDisabled
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_Missed_CS1on1_Sessions_AreNotListedUnderUpcomingSessions
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPs_PreviousSessionsGrid
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_RescheduleSessionIconIsDisabledForUpcominglectureGroupAndCSsessions
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_RescheduleSessionIsDisabledForAllSessionsUnderPreviousTab
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_ScheduledCustomizationSessionRecordsListedUnderUpcomingSessions
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_SearchRecordsByDateFilterInAll3Tabs
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_ShowBrowserHistoryDisplaysBrowserHistoryOfAllMemberFromTimeOfCreation
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_ShowBrowserHistoryIsEnabledForCompletedMissedCanceledSessions
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_ShowCalendarEnabledForAllCompletedAndMissedSessions
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_ShowMemberNotesDisabledForGroupSessions
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_ShowMemberNotesDisplaysTheParticularSession'sCompletionNotesAndPreviousNotesOfTheMember
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_ShowMemberNotesDisplaysTheParticularSessionCompletionNotesandPreviousNotesOfTheMember
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_ShowMemberNotesForAll1on1AndCSDisplaysPreviousNotes
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_ShowMemberNotesForCompleted1on1AndCSSessionsDislaysPreviousNotes
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_ShowNotesDisplaysNotesPertainingToCurrentIntervalOfGroupSessionUnderGroupMemberInformationForAllCompletedSessions
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_ShowNotesDisplaysTheNotesPertainingToCurrentIntervalOfGroupSessionUnderGroupMemberInformation
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_ShowRatingIconDisabledForUpcomingSessionsForAllSessionTypesThatAreScheduledAndRescheduled
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_ShowRatingIconEnabled ForCompleted1on1AndCSSessions
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_ShowRatingIsEnabledForCompletedSessionsAndDisabledForMissedCanceledSessions
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_SubstituteCoachForUpcomingCustomizationSessions
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_SubstituteCoachIconIsDisabledForAllSessionsUnderPreviousTab
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_SubstituteCoachIconIsEnabledForGroupAndCSSessionInTheUpcomingSessionsTab
/Real Appeal/HFOps/Classes/All Sessions,RA_HFOPS_SubstituteCoachIconIsEnabledInTheUpcomingSessionsTabForAllScheduledSessions
/Real Appeal/HFOps/Classes/Classes Grid,RA_HFOPS_Classes_ClassesGrid_ClassDetailsHeaders
/Real Appeal/HFOps/Classes/Classes Grid,RA_HFOPS_Classes_ClassesGrid_GroupSessionNotes
/Real Appeal/HFOps/Classes/Classes Grid,RA_HFOPS_Classes_ClassesGrid_MemberDetailsInClassesGrid
/Real Appeal/HFOps/Classes/Classes Grid,RA_HFOPS_Classes_ClassesGrid_ProgressChart
/Real Appeal/HFOps/Classes/Classes Grid,RA_HFOPS_Classes_ClassesGrid_ProviderNotes
/Real Appeal/HFOps/Classes/Timeslot Check,RA_HFOPS_Classes_HealthyBMI_Timeslot_Check_Validation
/Real Appeal/HFOps/Classes/Timeslot Check,RA_HFOPS_Classes_OptionsUnderTimeslotCheck
/Real Appeal/HFOps/Classes/Timeslot Check,RA_HFOPS_Classes_Selecting1On1AsSessionTypeForRAShowsTheSearchTextBoxFilterByCoachEmailorCoachName
/Real Appeal/HFOps/Classes/Timeslot Check,RA_HFOPS_Classes_SystemShouldNotPopulateTheUnavailableCoachesListForThePastDateorTime
/Real Appeal/HFOps/Idle Member,RA_HFOPS_IdleMember_ChangeTheMemberStatusFromActiveToInActive
/Real Appeal/HFOps/Idle Member,RA_HFOPS_IdleMember_IdleMember'sStatusAfterMemberMovementByPA
/Real Appeal/HFOps/Idle Member,RA_HFOPS_IdleMember_IdleStatusInMemberProfile
/Real Appeal/HFOps/Idle Member,RA_HFOPS_IdleMember_MemberStatusIdleMembersOnboardingStatusMember
/Real Appeal/HFOps/Idle Member,RA_HFOPS_IdleMember_PAMovesIdleMemberToApprovedClass
/Real Appeal/HFOps/Idle Member,RA_HFOPS_IdleMember_PAMovesIdleMemberToUnApprovedClass
/Real Appeal/HFOps/Idle Member,RA_HFOPS_IdleMember_PHIConsentDetailsOfTheMemberInIdleStatus
/Real Appeal/HFOps/Idle Member,RA_HFOPS_IdleMember_Schedule1On1SessionFromIdleMembersProfile
/Real Appeal/HFOps/Idle Member,RA_HFOPS_IdleMember_SearchIdleMembersViaAccountStatusFilterOption
/Real Appeal/HFOps/Idle Member,RA_HFOPS_IdleMember_TrackingClaimsForIdleMembers
/Real Appeal/HFOps/Member,RA_HFOPS_Member_ChangeAnActiveMemberStatusToInactiveAndSaveTryToLoginWithHisCredential
/Real Appeal/HFOps/Member,RA_HFOPS_Member_ChangeMemberIDFromUIAndCompareWithDBAreSame
/Real Appeal/HFOps/Member,RA_HFOPS_Member_ChangeMemberProfileCityFromProviderAndVerifyInMemberPortal
/Real Appeal/HFOps/Member,RA_HFOPS_Member_ChangeMemberProfileDOBFromProviderAndVerifyInMemberPortal
/Real Appeal/HFOps/Member,RA_HFOPS_Member_ChangeMemberProfileEmailFromProviderAndVerifyInProviderPortal
/Real Appeal/HFOps/Member,RA_HFOPS_Member_ChangeMemberProfileFirstnameLastnameFromProviderAndVerifyInCoachPortal
/Real Appeal/HFOps/Member,RA_HFOPS_Member_ChangeMemberProfileFirstnameLastnameFromProviderAndVerifyInMemberSettingsPage
/Real Appeal/HFOps/Member,RA_HFOPS_Member_CheckSecurityAnswerWithUIAndDB
/Real Appeal/HFOps/Member,RA_HFOPS_Member_ClearEmailFromTheMemberProfileAndValidateEmailRequiredErrorMessage
/Real Appeal/HFOps/Member,RA_HFOPS_Member_ClickOnMemberTabAllOptionShouldBeDefaultInSearchDropdown
/Real Appeal/HFOps/Member,RA_HFOPS_Member_ClickOnMemberTabMemberNameShouldBeAscendingOrderInMemberListPage
/Real Appeal/HFOps/Member,RA_HFOPS_Member_Coachsort
/Real Appeal/HFOps/Member,RA_HFOPS_Member_CompareCoachProfileDetailsWithInputDataAndDB
/Real Appeal/HFOps/Member,RA_HFOPS_Member_CompareFirstnameAloneFromUIAndDB
/Real Appeal/HFOps/Member,RA_HFOPS_Member_CompareFirstnameAndLastNameByBothUIAndDB
/Real Appeal/HFOps/Member,RA_HFOPS_Member_CompareInsuranceCarrierFromUIAndDBForMember
/Real Appeal/HFOps/Member,RA_HFOPS_Member_CompareLastnameAloneFromUIAndDB
/Real Appeal/HFOps/Member,RA_HFOPS_Member_EditContactDetailsWithInvalidInMemberProfile
/Real Appeal/HFOps/Member,RA_HFOPS_Member_Emailsort
/Real Appeal/HFOps/Member,RA_HFOPS_Member_EnterInvalidFirstnameAndLastnameAndVerifyNoResultsFound
/Real Appeal/HFOps/Member,RA_HFOPS_Member_EnterMaxCharactersAddress1AndAdress2textboxAndVerifyErrorMessage
/Real Appeal/HFOps/Member,RA_HFOPS_Member_EnterMaxCharactersFirstnameAndLastnameAndVerifyErrorMessage
/Real Appeal/HFOps/Member,RA_HFOPS_Member_EnterNumberAndSpecialCharacterInCityTextboxIsNotValidErrorMessageShouldBeVerified
/Real Appeal/HFOps/Member,RA_HFOPS_Member_EnterSpecialCharacterInAddressTextboxAndVerifyErrorMessage
/Real Appeal/HFOps/Member,RA_HFOPS_Member_Health_Tracking
/Real Appeal/HFOps/Member,RA_HFOPS_Member_InvalidDOBValidationAndVerifyAlertMessage
/Real Appeal/HFOps/Member,RA_HFOPS_Member_MemberIdSort
/Real Appeal/HFOps/Member,RA_HFOPS_Member_MemberListCountVerificationWhileMemberSortingUsingName
/Real Appeal/HFOps/Member,RA_HFOPS_Member_MemberProfileClearTheEmailPhoneAndMobileFieldToCheckTheAlertMessage
/Real Appeal/HFOps/Member,RA_HFOPS_Member_MemberProfileIfOneDivision'sEditIsTurnedOnCheckIfTheOtherSection'sEditShouldNotBeClickAble
/Real Appeal/HFOps/Member,RA_HFOPS_Member_MemberSortingUsingAvailableOptionUnderSearchDropdown
/Real Appeal/HFOps/Member,RA_HFOPS_Member_MemberSortingUsingDifferentOnboardingStatus
/Real Appeal/HFOps/Member,RA_HFOPS_Member_ObserveIfTheLeftPageNavigationButtonIsDisabledInTheFirstPageOfMemberList
/Real Appeal/HFOps/Member,RA_HFOPS_Member_OnboardingStatusSort
/Real Appeal/HFOps/Member,RA_HFOPS_Member_ProgramSort
/Real Appeal/HFOps/Member,RA_HFOPS_Member_ProgressTabWithTheGraphCharts
/Real Appeal/HFOps/Member,RA_HFOPS_Member_SearchFieldInTheMemberListMustBeDisabledWhenTheAllOptionInTheSearchFilter
/Real Appeal/HFOps/Member,RA_HFOPS_Member_SelectClientInSearchFilterEnterValidClientWithSpaceBeforeTheTextInTheTextboxShouldBeEntered
/Real Appeal/HFOps/Member,RA_HFOPS_Member_SelectClientInTheSearchFilterEnterValidClientName
/Real Appeal/HFOps/Member,RA_HFOPS_Member_SelectEmailInSearchFilterEnterValidEmailWithSpaceBeforeTheTextInTheTextboxShouldBeEntered
/Real Appeal/HFOps/Member,RA_HFOPS_Member_SelectNameInTheSearchFilterEnterValidFirstnameLastnameCombinationWithExtraSpace
/Real Appeal/HFOps/Member,RA_HFOPS_Member_SelectNameInTheSearchFilterEnterValidFirstnameLastnameCombinationWithOutSpace
/Real Appeal/HFOps/Member,RA_HFOPS_Member_SelectOnboardingStatusInSearchFilterOfIEnterSpacesBeforeTheTextInTheTextbox
/Real Appeal/HFOps/Member,RA_HFOPS_Member_Sorting
/Real Appeal/HFOps/Member,RA_HFOPS_Member_UncheckPhoneMobileAndEmailVerifyFillatleastOneFormOfContactIsRequiredErrorMessage
/Real Appeal/HFOps/Member,RA_HFOPS_Member_ValidateDOBWithMinAndMaximumYears
/Real Appeal/HFOps/Member,RA_HFOPS_Member_ValidateMaxMailCharactersInEmailTextbox
/Real Appeal/HFOps/Member,RA_HFOPS_Member_VerificationAndValidationForFirstnameAndLastnameOnMemberProfile
/Real Appeal/HFOps/Member,RA_HFOPS_Member_VerifyClickOnClassroomLinkOnMemberstabIsNavigatedToClassestab
/Real Appeal/HFOps/Member,RA_HFOPS_Member_VerifyClientHeaderSortingByAscendingtoDescendingAndDescendingtoAscending
/Real Appeal/HFOps/Member,RA_HFOPS_Member_VerifyCoachHeaderSortingByAscendingtoDescendingAndDescendingtoAscending
/Real Appeal/HFOps/Member,RA_HFOPS_Member_VerifyColumnHeadersSortingByAscendingtoDescendingAndDescendingtoAscending
/Real Appeal/HFOps/Member,RA_HFOPS_Member_VerifyEmailHeaderSortingByAscendingtoDescendingAndDescendingtoAscending
/Real Appeal/HFOps/Member,RA_HFOPS_Member_VerifyErrorMessageByGivingValidAndInvalidMemberID
/Real Appeal/HFOps/Member,RA_HFOPS_Member_VerifyMemberIDHeaderSortingByAscendingtoDescendingAndDescendingtoAscending
/Real Appeal/HFOps/Member,RA_HFOPS_Member_VerifyMemberInactiveStatusByChangingAccountStatusHeaderDescendingToAscendingOrder
/Real Appeal/HFOps/Member,RA_HFOPS_Member_VerifyOnboardingStatusHeaderSortingByAscendingtoDescendingAndDescendingtoAscending
/Real Appeal/HFOps/Member,RA_HFOPS_Member_VerifyProgramHeaderSortingByAscendingtoDescendingAndDescendingtoAscending
/Real Appeal/HFOps/ProgramClosure,RA_HFOPS_ProgramClosure_ChangeProgramClassification
/Real Appeal/HFOps/ProgramClosure,RA_HFOPS_ProgramClosure_MemberProfileNotes&Communication
/Real Appeal/HFOps/ProgramClosure,RA_HFOPS_ProgramClosure_PAMemberList
/Real Appeal/HFOps/ProgramClosure,RA_HFOPS_ProgramClosure_PAUpdateMemberProfile
/Real Appeal/HFOps/Programs,RA_HFOPS_Programs_ProgramsDisplayBasedOnTheApproval
/Real Appeal/HFOps/Programs,RA_HFOPS_Programs_SessionActivityAssertDetails
/Real Appeal/HFOps/Programs,RA_HFOPS_Programs_SessionContractAssertDetails
/Real Appeal/HFOps/Programs,RA_HFOPS_Programs_SessionGuideAssertDetails
/Real Appeal/HFOps/Programs,RA_HFOPS_Programs_SessionQuizAssertDetails
/Real Appeal/HFOps/Programs,RA_HFOPS_Programs_SessionScriptAssertDetails
/Real Appeal/HFOps/Programs,RA_HFOPS_Programs_SessionSnapShotAssertDetails
/Real Appeal/HFOps/Programs,RA_HFOPS_Programs_SessionVideoFunctionality
/Real Appeal/HFOps/Provider,RA_HFOPS_Provider_Sorting
/Real Appeal/HFOps/Provider Profile,RA_HFOps_ProviderProfile_ContentToBeCoveredInAllSessionsTab
/Real Appeal/HFOps/Provider Profile,RA_HFOps_ProviderProfile_ContentToBeCoveredInApprovalTab
/Real Appeal/HFOps/Provider Profile,RA_HFOps_ProviderProfile_ContentToBeCoveredInGeneralSubtab
/Real Appeal/HFOps/Provider Profile,RA_HFOps_ProviderProfile_ContentToBeCoveredInLanguageTab
/Real Appeal/HFOps/Provider Profile,RA_HFOps_ProviderProfile_ProfilePictureIsDisplayedInGeneralTab
/Real Appeal/Claims/Part1/Member_Did_Not_Qualify,Claims_RA_PD_BMember_Enrollment _Member_Did_Not_Qualify_Part1
/Real Appeal/Claims/Part1/Member_Did_Not_Qualify,Claims_RA_PD_Customization_Session_Member_Did_Not_Qualify_Part2
/Real Appeal/Claims/Part1/Member_Opts_Out_Of_Pgm,Claims_RA_PD_BMember_Enrollment _Member_Opts_Out_Of_Pgm_Part1
/Real Appeal/Claims/Part1/Member_Opts_Out_Of_Pgm,Claims_RA_PD_Customization_Session_Member_Opts_Out_Of_Pgm_Part2
/Real Appeal/Claims/Part1/BeFit_Negative,Claims_RA_PD_BMember_Enrollment_BeFit_Negative_Scenario_Part1
/Real Appeal/Claims/Part1/BeFit_Negative,Claims_RA_PD_Customization_Session_BeFit_Negative_Scenario_Part2
/Real Appeal/Claims/Part2,Claims_RA_PD_Claims_Validation_Member_Did_Not_Qualify_Part2
/Real Appeal/Claims/Part2,Claims_RA_PD_Claims_Validation_BeFit_Negative_Scenario_Part3
/Real Appeal/Claims/Part2,Claims_AttendedGroup_BeFit_Both_Active_By_Attendance_And_Weight_loss_Validation_Part2
/Real Appeal/Claims/Part2,Claims_AttendedGroup_Member_Not_Weight_Loss_Achievements_Validation_Part2
/Real Appeal/Claims/Part2,Claims_AttendedGroup_Missed1on1Sessoin_Validation_Part2
/Real Appeal/Claims/Part2,Claims_GroupAnd1on1Session_Attended_Validation_Part2
/Real Appeal/Claims/Part2,Claims_MissedGroup_Attended1on1Sessoin_No_Overlap_MemberAndCoach_Validation_Part2
/Real Appeal/Claims/Part2,Claims_RA_PD_Claims_Validation_BMI_Out_Of_Range_Part3